101;107;97;0;-42;-134;0;-125;0;-1;10;4;0;-8;-20;0;-88;0;1
-32;131;136;0;-140;-42;0;-44;0;21;-15;-23;0;-21;-28;0;-13;0;1
165;15;132;0;-83;-81;0;-143;0;102;44;33;0;-118;-82;0;-38;0;1
-98;168;136;0;-20;-67;0;-108;0;93;2;23;0;-7;-145;0;-7;0;1
81;52;178;0;-124;-112;0;-67;0;73;32;45;0;-29;-100;0;-83;0;1
32;63;125;0;-111;-16;0;-88;0;112;34;32;0;-102;-120;0;-34;0;1
134;112;32;0;-146;-35;0;-94;0;45;35;27;0;-32;-68;0;-100;0;1
92;147;38;0;-105;-100;0;-67;0;70;46;46;0;-31;-102;0;-107;0;1
253;71;15;0;-77;-133;0;-120;0;94;34;57;0;0;-135;0;-80;0;1
315;0;27;0;-141;-74;0;-112;0;199;84;65;0;-147;-97;0;-45;0;1
-188;174;144;0;-55;-15;0;-37;0;212;87;75;0;-99;-122;0;-73;0;1
16;165;14;0;-27;-38;0;-127;0;70;19;10;0;-88;-92;0;-13;0;1
-35;145;101;0;-28;-80;0;-94;0;155;70;70;0;-103;-148;0;-78;0;1
16;116;32;0;-88;-25;0;-46;0;110;26;35;0;-72;-150;0;-34;0;1
29;193;137;0;-125;-140;0;-77;0;170;56;49;0;-124;-132;0;-3;0;1
211;65;91;0;-114;-103;0;-144;0;107;30;28;0;-92;-101;0;-24;0;1
-13;70;162;0;-103;-16;0;-93;0;88;65;35;0;-128;-23;0;-100;0;1
134;48;159;0;-57;-129;0;-149;0;108;26;26;0;-120;-98;0;-1;0;1
-7;32;176;0;-29;-143;0;-20;0;93;48;29;0;-134;-22;0;-71;0;1
53;123;7;0;-112;-64;0;-3;0;12;37;21;0;-16;-17;0;-137;0;1
74;184;46;0;-43;-128;0;-128;0;30;9;7;0;-16;-73;0;-43;0;1
50;129;123;0;-109;-100;0;-85;0;82;10;27;0;-26;-135;0;-29;0;1
30;121;78;0;-17;-62;0;-146;0;117;70;55;0;-124;-104;0;-85;0;1
132;72;24;0;-106;-70;0;-49;0;78;2;5;0;-80;-105;0;0;0;1
37;135;53;0;-95;-90;0;-35;0;49;-11;-3;0;-25;-101;0;-7;0;1
-106;88;169;0;-36;-64;0;-36;0;172;95;99;0;-88;-128;0;-134;0;1
92;60;84;0;-24;-77;0;-131;0;96;65;56;0;-97;-98;0;-103;0;1
56;104;194;0;-108;-142;0;-92;0;93;31;59;0;-14;-133;0;-70;0;1
-112;197;122;0;-84;-55;0;-51;0;127;91;69;0;-56;-81;0;-133;0;1
0;171;49;0;-62;-97;0;-55;0;40;46;33;0;-19;-52;0;-124;0;1
-38;194;50;0;-51;-101;0;-46;0;25;-2;-16;0;-27;-34;0;-23;0;1
-177;126;173;0;-53;-22;0;-28;0;170;90;74;0;-98;-72;0;-117;0;1
98;99;40;0;-64;-87;0;-84;0;13;-15;-8;0;-6;-72;0;-30;0;1
84;2;109;0;-129;-25;0;-37;0;36;53;29;0;-53;-24;0;-136;0;1
25;167;23;0;-15;-70;0;-127;0;36;29;24;0;-26;-77;0;-82;0;1
27;82;8;0;-67;-39;0;-8;0;42;18;29;0;-5;-104;0;-95;0;1
-14;184;93;0;-56;-90;0;-111;0;38;42;15;0;-55;-19;0;-95;0;1
50;192;56;0;-119;-87;0;-87;0;27;11;-11;0;-50;-28;0;-34;0;1
120;79;105;0;-105;-71;0;-122;0;133;101;70;0;-149;-71;0;-128;0;1
31;112;103;0;-25;-106;0;-109;0;118;90;62;0;-140;-63;0;-125;0;1
-31;141;182;0;-142;-87;0;-49;0;71;24;15;0;-57;-43;0;-43;0;1
59;68;122;0;-21;-140;0;-84;0;27;31;31;0;-15;-50;0;-120;0;1
-159;129;167;0;-8;-36;0;-82;0;98;17;-7;0;-123;-12;0;-3;0;1
17;197;55;0;-117;-45;0;-101;0;52;19;14;0;-17;-100;0;-47;0;1
65;43;121;0;-44;-60;0;-123;0;25;21;-0;0;-86;-8;0;-63;0;1
311;53;12;0;-122;-121;0;-118;0;212;80;77;0;-136;-128;0;-45;0;1
26;133;121;0;-93;-120;0;-60;0;54;27;12;0;-69;-34;0;-68;0;1
202;53;8;0;-71;-58;0;-129;0;37;39;21;0;-67;-16;0;-92;0;1
-86;170;144;0;-72;-85;0;-57;0;112;43;44;0;-45;-105;0;-64;0;1
-126;165;186;0;-82;-111;0;-5;0;175;102;82;0;-107;-55;0;-107;0;1
126;134;9;0;-129;-89;0;-45;0;79;24;40;0;-12;-140;0;-67;0;1
115;129;29;0;-108;-116;0;-41;0;155;104;83;0;-134;-105;0;-132;0;1
3;155;164;0;-127;-58;0;-127;0;90;15;36;0;-12;-147;0;-26;0;0
-19;66;105;0;-36;-3;0;-111;0;44;29;5;0;-99;-20;0;-70;0;0
19;139;111;0;-42;-90;0;-133;0;41;-4;-4;0;-45;-76;0;-10;0;0
62;147;77;0;-99;-134;0;-43;0;133;70;73;0;-69;-138;0;-104;0;0
-89;188;116;0;-100;-11;0;-90;0;163;118;87;0;-106;-101;0;-142;0;0
-26;183;181;0;-129;-65;0;-134;0;28;6;-10;0;-43;-11;0;-22;0;0
-85;95;160;0;-33;-97;0;-28;0;116;40;36;0;-95;-76;0;-58;0;0
-107;193;129;0;-9;-61;0;-135;0;74;55;51;0;-5;-91;0;-117;0;0
-193;171;180;0;-23;-57;0;-58;0;125;86;56;0;-82;-4;0;-131;0;0
-4;176;37;0;-1;-108;0;-96;0;12;2;-14;0;-43;-16;0;-38;0;0
-13;30;163;0;-71;-41;0;-61;0;92;38;58;0;-22;-141;0;-90;0;0
94;151;52;0;-105;-92;0;-93;0;111;73;80;0;-35;-149;0;-129;0;0
-72;136;156;0;-60;-118;0;-26;0;98;-1;26;0;-7;-134;0;-6;0;0
23;52;12;0;-37;-31;0;-16;0;58;-15;11;0;-15;-148;0;-10;0;0
-29;117;77;0;-53;-50;0;-59;0;16;-26;-21;0;-8;-67;0;-8;0;0
196;20;104;0;-87;-148;0;-79;0;105;48;27;0;-131;-49;0;-58;0;0
172;28;1;0;-80;-83;0;-35;0;31;32;28;0;-25;-49;0;-117;0;0
-17;163;33;0;-54;-103;0;-11;0;106;73;84;0;-5;-145;0;-147;0;0
-180;181;150;0;-7;-46;0;-81;0;161;84;49;0;-132;-39;0;-85;0;0
-134;157;163;0;-47;-68;0;-51;0;185;77;79;0;-87;-131;0;-77;0;0
97;168;29;0;-129;-134;0;-21;0;126;84;59;0;-115;-78;0;-107;0;0
68;4;139;0;-92;-68;0;-47;0;79;36;35;0;-67;-97;0;-73;0;0
151;129;25;0;-137;-27;0;-136;0;107;50;21;0;-147;-60;0;-32;0;0
40;198;85;0;-137;-39;0;-142;0;15;-4;-23;0;-35;-33;0;-7;0;0
26;148;6;0;-2;-130;0;-42;0;90;41;25;0;-116;-63;0;-52;0;0
186;18;2;0;-60;-26;0;-111;0;137;43;41;0;-133;-127;0;-3;0;0
-118;51;198;0;-37;-75;0;-3;0;148;36;42;0;-108;-97;0;-22;0;0
-326;199;198;0;-14;-4;0;-14;0;232;87;75;0;-40;-52;0;-81;0;0
19;12;147;0;-59;-90;0;-23;0;107;74;59;0;-110;-74;0;-121;0;0
-24;198;15;0;-136;-22;0;-23;0;34;32;15;0;-3;-55;0;-92;0;0
69;132;70;0;-81;-86;0;-100;0;89;32;16;0;-114;-77;0;-32;0;0
7;153;100;0;-107;-105;0;-38;0;109;47;38;0;-81;-98;0;-64;0;0
38;127;112;0;-86;-101;0;-84;0;59;49;27;0;-81;-31;0;-104;0;0
23;117;52;0;-62;-38;0;-89;0;46;53;39;0;-45;-59;0;-135;0;0
51;3;186;0;-107;-111;0;-15;0;45;14;18;0;-35;-57;0;-60;0;0
106;14;144;0;-44;-92;0;-122;0;120;70;67;0;-108;-115;0;-91;0;0
5;142;40;0;-129;-31;0;-20;0;100;75;57;0;-71;-92;0;-131;0;0
256;39;3;0;-35;-103;0;-147;0;151;81;88;0;-80;-135;0;-90;0;0
-119;166;89;0;-111;0;0;-8;0;165;114;79;0;-106;-80;0;-145;0;0
88;136;136;0;-97;-111;0;-145;0;96;68;68;0;-52;-111;0;-119;0;0
131;24;149;0;-145;-31;0;-124;0;23;24;10;0;-43;-19;0;-79;0;0
15;77;155;0;-77;-121;0;-41;0;74;26;35;0;-42;-91;0;-73;0;0
44;87;130;0;-108;-34;0;-111;0;152;98;95;0;-100;-145;0;-133;0;0
66;171;71;0;-57;-142;0;-100;0;137;92;73;0;-119;-100;0;-112;0;0
-22;135;64;0;-65;-96;0;-6;0;96;64;73;0;-8;-130;0;-143;0;0
90;56;66;0;-104;-18;0;-88;0;-20;-3;-16;0;-11;0;0;-75;0;0
23;175;39;0;-95;-90;0;-45;0;98;26;9;0;-110;-83;0;-8;0;0
140;127;46;0;-26;-146;0;-134;0;103;94;56;0;-145;-26;0;-127;0;0
100;83;67;0;-129;-80;0;-38;0;46;18;17;0;-26;-80;0;-78;0;0
-64;22;90;0;-2;-14;0;-30;0;23;21;1;0;-58;-12;0;-94;0;0
15;100;34;0;-52;-11;0;-85;0;33;29;12;0;-66;-37;0;-90;0;0
-114;158;178;0;-45;-122;0;-36;0;127;46;46;0;-68;-77;0;-55;0;0
71;197;76;0;-83;-136;0;-117;0;83;51;43;0;-48;-100;0;-81;0;0
-14;153;109;0;-132;-54;0;-52;0;125;58;34;0;-117;-84;0;-56;0;0
205;12;70;0;-29;-140;0;-110;0;115;24;33;0;-84;-128;0;-10;0;0
-61;57;166;0;-72;-32;0;-50;0;81;0;16;0;-40;-114;0;-14;0;0
42;123;106;0;-54;-149;0;-60;0;99;31;19;0;-117;-70;0;-31;0;0
15;99;82;0;-23;-75;0;-95;0;85;39;15;0;-134;-51;0;-50;0;0
-195;159;172;0;-14;-45;0;-59;0;125;8;23;0;-25;-109;0;-3;0;0
-86;157;109;0;-108;-40;0;-20;0;83;48;35;0;-34;-69;0;-101;0;0
63;132;76;0;-93;-62;0;-114;0;19;-9;-25;0;-67;-24;0;-6;0;0
63;14;151;0;-100;-115;0;-6;0;98;70;48;0;-117;-46;0;-113;0;0
13;34;143;0;-74;-38;0;-73;0;66;38;49;0;-15;-117;0;-107;0;0
141;30;5;0;-68;-100;0;-6;0;-6;15;5;0;-12;-4;0;-114;0;0
101;5;149;0;-104;-78;0;-68;0;81;54;60;0;-36;-111;0;-117;0;0
-105;171;89;0;-14;-40;0;-94;0;92;48;15;0;-115;-33;0;-62;0;0
78;113;80;0;-142;-24;0;-101;0;71;15;19;0;-44;-115;0;-38;0;0
251;33;6;0;-41;-106;0;-134;0;72;76;54;0;-75;-23;0;-135;0;0
-37;123;187;0;-14;-120;0;-128;0;134;28;45;0;-94;-136;0;-5;0;0
67;90;88;0;-93;-4;0;-146;0;-4;-22;-23;0;-13;-46;0;-12;0;0
-67;154;185;0;-132;-6;0;-122;0;95;52;35;0;-81;-55;0;-71;0;0
-82;107;95;0;-11;-35;0;-70;0;7;-18;-22;0;-12;-30;0;-36;0;0
32;81;148;0;-136;-104;0;-12;0;46;13;17;0;-15;-66;0;-69;0;0
110;114;93;0;-94;-114;0;-104;0;66;46;49;0;-24;-100;0;-115;0;0
-188;184;192;0;-82;-67;0;-10;0;148;63;38;0;-90;-18;0;-50;0;0
