-32;146;-2;-41;-63;161;-28;-31;-62;-43;243800;229764;218445;215337;212823;0;10412;3943;2907;-1886;0
-9;123;-57;-48;-2;152;-66;-17;-71;-6;243800;229821;218687;216013;224687;0;9078;-3988;-2861;4847;0
-26;122;-30;-25;-35;153;-70;-48;-18;-28;243800;229785;221813;221511;220152;0;9936;1577;1531;1906;0
-81;181;-64;-21;-6;182;-73;-25;-71;-13;243800;229325;217857;215636;222666;0;17613;4240;6774;13320;0
-77;191;-18;-72;-12;188;-16;-33;-76;-55;243800;229359;214065;210320;211888;0;17157;5269;4645;13325;0
7;56;-38;-12;-3;167;35;-85;-80;-35;243800;229930;207735;206628;215752;0;5684;3895;5069;6748;0
-48;184;-62;-26;-40;158;-82;-9;-33;-40;243800;229585;223390;221574;217318;0;13804;-1539;14;3622;0
-112;172;-5;-20;-26;177;-75;-6;-28;-70;243800;229166;226262;223732;212504;0;19564;11904;12458;15363;0
-46;123;-10;-22;-38;166;-41;-46;-51;-35;243800;229701;218672;216917;216953;0;11722;6957;6869;4557;0
-5;132;-20;-62;-36;158;0;-51;-47;-61;243800;229859;214902;212702;210128;0;8060;-1071;-2407;1117;0
-13;72;-14;-17;-20;160;17;-54;-60;-67;243800;229878;215062;212977;210084;0;7505;5666;5995;6790;0
3;49;-5;-5;-33;161;38;-54;-98;-47;243800;229945;211520;208266;211849;0;5040;7261;7812;2165;0
31;24;-9;-37;-1;155;34;-89;-65;-37;243800;229989;209660;208639;216224;0;2233;2663;1703;3923;0
-64;186;-55;-29;-29;179;-69;-42;-68;0;243800;229470;215948;214248;223437;0;15609;2861;4279;6075;0
56;36;-19;-3;-66;120;-66;-60;-7;-3;243800;229998;223368;224053;223205;0;-995;-3473;-4336;-14362;0
-34;109;-5;-38;-27;150;-63;-20;-31;-48;243800;229772;224439;222291;216915;0;10250;3589;2952;5191;0
-31;165;-28;-27;-72;143;-93;-3;-13;-42;243800;229746;227859;226044;216037;0;10796;-1109;-1229;-4542;0
-74;175;-16;-5;-71;167;-45;-10;-40;-72;243800;229500;223650;220839;207949;0;15157;7744;8522;2898;0
-15;151;-31;-64;-30;164;12;-81;-4;-86;243800;229794;213796;213809;205360;0;9733;-1408;-3068;4549;0
18;46;-18;-22;-17;148;25;-39;-71;-68;243800;229968;215660;212710;210032;0;3816;1854;2270;3952;0
4;151;-25;-64;-58;145;-40;-2;-70;-37;243800;229884;219903;215677;214469;0;7290;-4962;-5757;-6000;0
-11;140;-59;-42;-20;153;-26;-16;-53;-62;243800;229809;218554;215827;212138;0;9371;-4174;-2980;4862;0
-73;170;-52;-24;-9;182;1;-53;-26;-96;243800;229412;215890;214896;204513;0;16430;5110;6618;16118;0
-82;134;-9;-5;-22;208;67;-90;-95;-68;243800;229444;203875;201600;205387;0;15982;15896;16891;15114;0
-23;171;-24;-76;-39;158;-33;-30;-37;-59;243800;229747;218607;216013;211468;0;10788;-2726;-4213;1590;0
20;44;-16;-35;-5;146;27;-16;-88;-73;243800;229968;216526;212080;209497;0;3836;735;1216;6214;0
-10;150;-75;-31;-24;169;6;-71;-47;-52;243800;229799;210427;209977;211922;0;9602;-3119;-1745;4047;0
2;109;-25;-64;-13;157;17;-53;-47;-74;243800;229888;213936;211745;208567;0;7188;-1559;-2581;5662;0
-46;125;-4;-49;-16;180;16;-68;-67;-57;243800;229679;211291;209061;210989;0;12151;7502;6553;10096;0
23;85;-17;-71;-15;136;-49;-39;-23;-37;243800;229958;221039;219557;219078;0;4387;-5062;-6926;-128;0
-61;154;-15;-45;-20;189;31;-98;-25;-86;243800;229545;210004;209995;204479;0;14461;7946;6917;12396;0
-70;182;-1;-69;-34;173;-83;-52;-27;-15;243800;229470;220075;218977;221805;0;15606;5089;2995;5529;0
60;56;-57;-31;-22;133;-10;-53;-38;-40;243800;230000;216235;215528;216586;0;194;-8141;-7732;-4206;0
54;64;-22;-69;-22;114;-75;-2;-12;-40;243800;229999;227272;225101;219922;0;822;-10441;-12024;-5164;0
